ID,Campaign_ID,Impressions,Clicks,Sign_Ups,Conversions,Channel,Start_Date,End_Date,Budget,Target_Audience,New_User_Revenue,Returning_User_Revenue,Total_Revenue
208,CAMP208,259802,188654,19756,13643,"Social Media","2023-03-24 00:00:00","2023-06-10 00:00:00",3422,15417,47740,4041,51781
209,CAMP209,310848,73794,31443,21319,Influencer,"2023-08-09 00:00:00","2024-01-24 00:00:00",2781,26530,6349,71567,77916
210,CAMP210,883034,13893,34830,18632,Partnership,"2023-11-18 00:00:00","2023-01-25 00:00:00",7437,20469,14102,5473,19575
211,CAMP211,745837,197218,19525,14339,Partnership,"2023-06-19 00:00:00","2023-07-25 00:00:00",2307,37444,33859,63600,97459
212,CAMP212,900402,35936,22696,17196,"Search Ads","2023-11-19 00:00:00","2023-04-05 00:00:00",6718,48251,60454,54364,114818
213,CAMP213,973274,67090,41841,18317,Influencer,"2023-04-25 00:00:00","2023-09-03 00:00:00",2631,25079,9689,8431,18120
214,CAMP214,111836,76023,32497,28830,"Social Media","2023-12-15 00:00:00","2023-08-10 00:00:00",4384,27099,11830,49951,61781
215,CAMP215,45569,66164,44045,29178,Partnership,"2023-12-01 00:00:00","2023-09-01 00:00:00",7941,19926,81030,37247,118277
216,CAMP216,803895,149841,16812,909,Influencer,"2023-08-18 00:00:00","2023-12-09 00:00:00",3015,9754,16707,65959,82666
217,CAMP217,397440,76576,23274,12814,"Social Media","2023-08-08 00:00:00","2023-11-30 00:00:00",6538,49153,78875,26570,105445
218,CAMP218,888090,83680,9666,27417,"Search Ads","2023-09-04 00:00:00","2023-10-22 00:00:00",9378,15587,89580,27742,117322
219,CAMP219,68114,20851,25840,15005,Partnership,"2023-04-11 00:00:00","2023-12-29 00:00:00",7015,32428,47788,25208,72996
220,CAMP220,363657,93287,41670,28825,Partnership,"2023-08-10 00:00:00","2024-01-17 00:00:00",4966,30983,33553,17200,50753
221,CAMP221,932607,159153,18407,24725,Email,"2023-06-28 00:00:00","2023-01-23 00:00:00",5049,10612,11732,39840,51572
222,CAMP222,42843,183026,26956,22992,"Social Media","2023-06-24 00:00:00","2023-10-21 00:00:00",6596,46165,40323,11730,52053
223,CAMP223,798398,101876,7796,5926,Email,"2023-04-04 00:00:00","2024-01-05 00:00:00",8824,31675,49781,50745,100526
224,CAMP224,652099,52113,2409,5928,"Search Ads","2023-04-25 00:00:00","2023-06-23 00:00:00",6691,34233,40168,35395,75563
225,CAMP225,786692,182351,42523,12731,Email,"2023-06-11 00:00:00","2023-09-19 00:00:00",2004,37287,11058,27820,38878
226,CAMP226,120505,1510,48129,17320,Influencer,"2023-09-26 00:00:00","2023-04-06 00:00:00",6127,36201,3781,47133,50914
227,CAMP227,14090,34479,18201,25446,Partnership,"2023-08-13 00:00:00","2023-06-20 00:00:00",4796,28151,1846,73820,75666
228,CAMP228,46483,79369,24954,27997,Email,"2023-08-22 00:00:00","2023-03-04 00:00:00",5843,16106,67688,52068,119756
229,CAMP229,454688,45619,19067,27523,Email,"2023-12-03 00:00:00","2023-05-10 00:00:00",4293,29391,20712,46010,66722
230,CAMP230,943183,55506,8543,21954,"Social Media","2023-03-08 00:00:00","2023-01-27 00:00:00",2064,33254,7240,8487,15727
231,CAMP231,942672,114668,4062,10060,"Social Media","2023-05-06 00:00:00","2023-12-16 00:00:00",9404,44725,17139,11939,29078
232,CAMP232,116253,190553,9224,14521,Email,"2023-05-19 00:00:00","2023-10-29 00:00:00",5199,41560,23557,8316,31873
233,CAMP233,79414,108739,24399,9704,Influencer,"2023-04-23 00:00:00","2023-04-16 00:00:00",9772,15305,87713,40567,128280
234,CAMP234,997396,14979,45343,15236,Email,"2023-08-07 00:00:00","2023-11-02 00:00:00",9686,23520,10502,6751,17253
235,CAMP235,221459,159197,44166,17789,Influencer,"2023-06-05 00:00:00","2023-03-11 00:00:00",8116,11445,28410,31018,59428
236,CAMP236,789155,182497,39978,6507,Email,"2023-07-04 00:00:00","2023-12-19 00:00:00",5080,44131,38482,22314,60796
237,CAMP237,588129,24581,23018,24300,"Search Ads","2023-05-01 00:00:00","2023-06-28 00:00:00",3596,37933,25592,21261,46853
238,CAMP238,996256,43433,33212,27646,"Search Ads","2023-11-18 00:00:00","2023-03-28 00:00:00",1165,21818,27487,16955,44442
239,CAMP239,340110,16266,38005,10559,Email,"2023-07-17 00:00:00","2024-01-16 00:00:00",9926,39736,45369,55121,100490
240,CAMP240,74327,79809,42644,17402,"Social Media","2023-12-11 00:00:00","2023-11-27 00:00:00",1373,38996,47283,9458,56741
241,CAMP241,444840,93859,48228,282,Influencer,"2023-10-18 00:00:00","2023-05-08 00:00:00",8459,14220,76785,53689,130474
242,CAMP242,821158,92342,36398,8004,"Search Ads","2023-01-04 00:00:00","2023-03-25 00:00:00",7064,26427,84849,10266,95115
243,CAMP243,554316,58111,6869,27843,Influencer,"2023-07-08 00:00:00","2023-01-29 00:00:00",6681,38966,89794,2487,92281
244,CAMP244,183275,199037,27600,29916,Partnership,"2023-08-27 00:00:00","2023-04-27 00:00:00",4257,33558,26676,67323,93999
245,CAMP245,784786,195558,7272,19806,"Social Media","2023-06-15 00:00:00","2023-10-18 00:00:00",5361,49273,71887,50022,121909
246,CAMP246,539288,45482,24259,19732,"Social Media","2023-06-21 00:00:00","2024-01-14 00:00:00",7194,19730,27524,33183,60707
247,CAMP247,392024,1447,34531,9981,Partnership,"2023-07-31 00:00:00","2023-10-07 00:00:00",9177,12579,19166,5515,24681
248,CAMP248,40425,160291,23150,27529,"Social Media","2023-12-11 00:00:00","2024-01-03 00:00:00",3547,41174,44853,3788,48641
249,CAMP249,704566,129406,4993,13176,"Search Ads","2023-03-12 00:00:00","2023-08-13 00:00:00",6156,9966,44962,20966,65928
250,CAMP250,470340,176101,22477,11872,Partnership,"2023-05-29 00:00:00","2023-08-01 00:00:00",8454,43285,44641,62737,107378
251,CAMP251,108017,15090,34132,15976,"Search Ads","2023-10-12 00:00:00","2024-01-31 00:00:00",6746,26206,94595,49541,144136
252,CAMP252,192616,175978,1649,24292,"Search Ads","2023-04-26 00:00:00","2023-04-26 00:00:00",8315,44965,11091,7573,18664
253,CAMP253,844879,53152,37239,93,Partnership,"2023-11-19 00:00:00","2023-09-26 00:00:00",1035,14166,29825,11458,41283
254,CAMP254,742053,154300,49293,8819,Influencer,"2023-04-03 00:00:00","2023-06-22 00:00:00",5878,28722,72636,73924,146560
255,CAMP255,139540,148448,40464,27648,Influencer,"2023-04-13 00:00:00","2023-09-03 00:00:00",7173,22611,23639,70371,94010
256,CAMP256,848047,110809,47255,12695,"Social Media","2023-12-24 00:00:00","2023-06-15 00:00:00",1060,28771,88628,47593,136221
257,CAMP257,805379,176646,25807,14648,Partnership,"2023-07-17 00:00:00","2023-02-15 00:00:00",8505,12278,18944,32606,51550
258,CAMP258,516059,148461,28770,18603,"Search Ads","2023-04-20 00:00:00","2023-09-28 00:00:00",7979,34483,21229,60647,81876
259,CAMP259,41397,181977,43862,29921,Influencer,"2023-11-26 00:00:00","2023-02-04 00:00:00",2057,39260,14346,54915,69261
260,CAMP260,368151,194648,4105,3294,Influencer,"2023-04-11 00:00:00","2023-10-03 00:00:00",5531,41535,82996,836,83832
261,CAMP261,357798,33630,42610,19259,"Social Media","2023-07-02 00:00:00","2023-06-13 00:00:00",4958,20101,4627,45756,50383
262,CAMP262,333196,2705,17160,565,"Social Media","2023-11-30 00:00:00","2024-01-13 00:00:00",2435,29217,42935,47281,90216
263,CAMP263,429114,173711,48342,26043,"Social Media","2023-06-09 00:00:00","2023-03-31 00:00:00",4300,35840,10019,15658,25677
264,CAMP264,327627,23685,13544,28845,"Social Media","2023-03-23 00:00:00","2023-05-19 00:00:00",9248,23048,8665,34719,43384
265,CAMP265,872943,95150,41046,10797,Partnership,"2023-02-05 00:00:00","2023-08-18 00:00:00",7421,24807,7508,5005,12513
266,CAMP266,518214,181119,33171,21588,Email,"2023-08-26 00:00:00","2023-11-28 00:00:00",4818,5184,18932,33396,52328
267,CAMP267,753369,134949,42980,19984,Influencer,"2023-09-01 00:00:00","2023-09-02 00:00:00",8498,45046,77656,72303,149959
268,CAMP268,550531,79676,12181,23091,"Social Media","2023-09-08 00:00:00","2023-09-23 00:00:00",3589,49742,58989,64293,123282
269,CAMP269,89283,136012,12847,5464,"Search Ads","2023-09-12 00:00:00","2023-04-19 00:00:00",1957,10074,2660,66422,69082
270,CAMP270,627042,59383,23440,26880,Influencer,"2023-10-09 00:00:00","2023-07-04 00:00:00",6912,36318,32391,18106,50497
271,CAMP271,824871,102310,22185,6146,"Social Media","2023-01-22 00:00:00","2023-02-25 00:00:00",5210,48198,64330,52599,116929
272,CAMP272,746339,147587,16978,19344,"Social Media","2023-08-18 00:00:00","2023-07-23 00:00:00",7592,37511,31227,15481,46708
273,CAMP273,294441,160173,30068,11748,Partnership,"2023-06-03 00:00:00","2023-08-13 00:00:00",4940,45494,7741,66692,74433
274,CAMP274,97865,180855,36457,8383,Email,"2023-04-30 00:00:00","2023-07-14 00:00:00",1769,18051,3863,48065,51928
275,CAMP275,590805,24938,7163,6024,Email,"2023-06-15 00:00:00","2023-11-08 00:00:00",5354,42977,3042,24444,27486
276,CAMP276,262249,187864,23571,9097,Partnership,"2023-07-18 00:00:00","2023-03-16 00:00:00",2858,11462,53998,74255,128253
277,CAMP277,190525,6576,26279,9047,"Search Ads","2023-12-13 00:00:00","2023-02-14 00:00:00",4834,9983,33836,5498,39334
278,CAMP278,386175,174491,40202,12175,Email,"2023-03-16 00:00:00","2023-08-29 00:00:00",6580,13092,22705,61674,84379
279,CAMP279,630120,145394,40020,12063,"Search Ads","2023-03-20 00:00:00","2023-04-20 00:00:00",4742,34011,66048,19576,85624
280,CAMP280,626371,125385,43382,19852,Influencer,"2023-11-15 00:00:00","2023-09-11 00:00:00",2575,33456,25480,24028,49508
281,CAMP281,273483,184977,6338,24708,Influencer,"2023-03-14 00:00:00","2023-06-30 00:00:00",6709,47344,21955,74627,96582
282,CAMP282,356028,19881,46979,4104,Email,"2023-07-19 00:00:00","2024-02-02 00:00:00",3993,35073,35064,49012,84076
283,CAMP283,748458,176695,40313,4664,Email,"2023-10-29 00:00:00","2023-08-20 00:00:00",2306,29153,2762,37882,40644
284,CAMP284,439688,55999,37957,26236,Influencer,"2023-05-14 00:00:00","2023-10-15 00:00:00",2164,17271,90238,12519,102757
285,CAMP285,913797,188267,34222,24029,Influencer,"2023-02-17 00:00:00","2024-01-06 00:00:00",4313,8869,71781,62545,134326
286,CAMP286,598715,153155,10448,18995,Email,"2023-07-07 00:00:00","2023-07-02 00:00:00",1960,30652,18436,52526,70962
287,CAMP287,915849,136270,25731,3579,Influencer,"2023-06-20 00:00:00","2023-06-22 00:00:00",4492,32274,79108,63843,142951
288,CAMP288,690352,188117,17079,14860,Email,"2023-05-19 00:00:00","2023-03-22 00:00:00",4946,41564,36441,67981,104422
289,CAMP289,101934,22015,31910,4322,Partnership,"2023-08-31 00:00:00","2023-10-22 00:00:00",7432,10393,8013,2112,10125
290,CAMP290,540062,40939,37111,7041,"Social Media","2023-11-10 00:00:00","2023-08-04 00:00:00",8452,49711,11841,64052,75893
291,CAMP291,881751,60025,11523,13763,Email,"2023-12-12 00:00:00","2024-02-04 00:00:00",3780,39274,84077,70182,154259
292,CAMP292,923504,17810,19319,24880,"Search Ads","2023-05-06 00:00:00","2023-04-13 00:00:00",2229,29769,88459,1936,90395
293,CAMP293,683469,93870,35723,29893,Email,"2023-07-26 00:00:00","2023-11-05 00:00:00",7703,20920,59059,61668,120727
294,CAMP294,174353,165944,31393,11123,Influencer,"2023-12-05 00:00:00","2024-01-18 00:00:00",5745,19550,52789,19323,72112
295,CAMP295,46342,42004,709,5581,"Search Ads","2023-07-17 00:00:00","2023-08-21 00:00:00",4599,12213,89035,12558,101593
296,CAMP296,90303,53529,12304,26661,"Search Ads","2023-07-06 00:00:00","2023-12-27 00:00:00",7930,38914,61088,65692,126780
297,CAMP297,476300,171679,10584,26390,"Social Media","2023-01-18 00:00:00","2023-05-30 00:00:00",2181,40505,90567,21474,112041
298,CAMP298,913533,140401,12112,17365,Email,"2023-07-17 00:00:00","2023-08-20 00:00:00",4004,33903,55750,35145,90895
299,CAMP299,33723,81712,49690,10555,Partnership,"2023-12-17 00:00:00","2023-04-27 00:00:00",3514,27014,57581,54312,111893
300,CAMP300,356586,46113,12098,13083,"Search Ads","2023-06-02 00:00:00","2023-11-09 00:00:00",7786,20708,60421,36376,96797
